# Directed graph (each unordered pair of nodes is saved once): web-Stanford.txt 
# Stanford web graph from 2002
# Nodes: 281903 Edges: 2312497
# FromNodeId	ToNodeId
2656	170543
2656	171651
2656	171986
2656	174403
2656	174982
2656	175144
2656	177277
2656	178723
2656	178877
2656	179398
2656	182746
2656	183676
2656	183870
2656	184565
2656	185092
2656	187691
2656	190468
2656	191689
2656	194347
2656	194369
2656	194470
2656	195041
2656	195916
2656	197242
2656	198004
2656	201226
2656	204368
2656	207959
2656	211962
2656	213089
2656	213249
2656	213303
2656	215788
2656	217571
2656	218967
2656	220956
2656	222042
2656	222269
2656	222296
2656	223108
2656	223846
2656	226855
2656	227122
2656	228471
2656	229260
2656	229822
2656	231256
2656	231797
2656	231902
2656	234266
2656	234382
2656	235426
2656	236876
2656	239225
2656	239563
2656	240214
2656	241429
2656	242308
2656	242847
2656	246215
2656	247219
2656	248231
2656	249067
2656	250016
2656	250164
2656	250572
2656	252500
2656	253031
2656	255793
2656	255837
2656	258066
2656	258538
2656	258774
2656	258848
2656	259217
2656	259904
2656	260330
2656	261543
2656	261549
2656	262269
2656	267292
2656	268291
2656	269501
2656	269837
2656	275712
2656	276059
2656	276280
2656	277367
2656	279516
2656	279577
2656	280213
2656	280264
2656	280981
9600	2656
9600	36829
9600	175144
9600	195916
21	141935
21	186750
21	197645
21	203033
21	222324
21	225872
21	266753
266753	674
266753	62455
266753	81875
266753	125963
266753	186750
266753	225872
222324	186750
222324	203033
222324	225872
222324	266753
203033	25850
203033	52262
203033	103739
203033	112605
203033	186750
203033	225872
197645	21
197645	141935
197645	186750
197645	203033
197645	222324
197645	225872
197645	266753
141935	186750
141935	203033
141935	225872
141935	266753
22	6560
22	15399
22	67756
22	69358
22	148505
22	241454
241454	1986
241454	2287
241454	8865
241454	14111
241454	23957
241454	30442
241454	33969
241454	36369
241454	46264
241454	47594
241454	59505
241454	60620
241454	65766
241454	69358
241454	71251
241454	73050
241454	73939
241454	74525
241454	75800
241454	83615
241454	85131
241454	95703
241454	100343
241454	101734
241454	101792
241454	114165
241454	117396
241454	117821
241454	120022
241454	122054
241454	130584
241454	152337
241454	153521
241454	156020
241454	159951
241454	160481
241454	164186
241454	172007
241454	177307
241454	179645
241454	182679
241454	185012
241454	187824
241454	188274
241454	194861
241454	199058
241454	202471
241454	206025
241454	211426
241454	211958
241454	216489
241454	223399
241454	223817
241454	225226
241454	230194
241454	236321
241454	243934
241454	251260
241454	254556
241454	254622
241454	258348
241454	258688
241454	277477
241454	280924
148505	67756
148505	69358
148505	144974
148505	175842
148505	241454
67756	101161
67756	241454
69358	52502
69358	56041
69358	67756
69358	68062
69358	177307
69358	229295
69358	241454
6560	22
6560	14089
6560	67756
6560	69358
6560	241454
15399	22
15399	13081
15399	67756
15399	69358
15399	241454
23	145290
23	220288
220288	23
220288	145290
145290	23
145290	10241
145290	33989
145290	54850
145290	81301
145290	93278
145290	101831
145290	124470
145290	132660
145290	141934
145290	144109
145290	182079
145290	220288
145290	226411
145290	234704
145290	258580
24	37606
24	72393
24	109453
24	121145
24	186750
24	206531
24	208810
24	225872
24	229817
24	271840
271840	63629
271840	152404
271840	155801
271840	186750
271840	199588
271840	219788
271840	225872
271840	281802
229817	19534
229817	23805
229817	26949
229817	35807
229817	91457
229817	118083
229817	178861
229817	186750
229817	217423
229817	225872
229817	274389
208810	23366
208810	48971
208810	49733
208810	105618
208810	114502
208810	176342
208810	186750
208810	225872
206531	77938
206531	170409
206531	179328
206531	186750
206531	225872
206531	229029
206531	255467
206531	269838
109453	25300
109453	26384
109453	52807
109453	103147
109453	112072
109453	182312
109453	186750
109453	225872
121145	16494
121145	34790
121145	43321
121145	94676
121145	121435
121145	186750
121145	208288
121145	225872
72393	3095
72393	65019
72393	79914
72393	90175
72393	124059
72393	186750
72393	225872
72393	248884
37606	5539
37606	29529
37606	38320
37606	88464
37606	115060
37606	186750
37606	200832
37606	225872
25	7022
25	9077
25	17781
25	38134
25	62478
25	66211
25	71877
25	75454
25	77999
25	96745
25	104748
25	120708
25	120904
25	127062
25	137632
25	138804
25	145084
25	176790
25	177323
25	181701
25	183004
25	183375
25	200803
25	207441
25	221087
25	247241
25	255607
25	259455
25	273812
273812	25
273812	7022
273812	17781
273812	62478
273812	77999
273812	96745
273812	98577
273812	104748
273812	120708
273812	127818
273812	137632
273812	138804
273812	145084
273812	152717
273812	172011
273812	176790
273812	177323
273812	181701
273812	183004
273812	183375
273812	200803
273812	218968
273812	221087
273812	235068
273812	247241
273812	255607
273812	259455
273812	265331
259455	10542
259455	17781
259455	34317
259455	46252
259455	47258
259455	62478
259455	77999
259455	89777
259455	96745
259455	97874
259455	120708
259455	137632
259455	176790
259455	181701
259455	183004
259455	192719
259455	210162
259455	221087
259455	233602
259455	234054
259455	247241
259455	247956
259455	272961
247241	10542
247241	17781
247241	34317
247241	46252
247241	47258
247241	62478
247241	77999
247241	89777
247241	96745
247241	120708
247241	137632
247241	176790
247241	181701
247241	183004
247241	192719
247241	210162
247241	221087
247241	233602
247241	234054
247241	242288
247241	247956
247241	259455
247241	272961
255607	25
255607	7022
255607	12042
255607	17781
255607	46097
255607	50957
255607	62478
255607	77999
255607	94623
255607	96745
255607	104748
255607	114263
255607	120708
255607	131834
255607	137632
255607	138804
255607	145084
255607	163941
255607	176790
255607	177323
255607	181701
255607	183004
255607	183375
255607	200772
255607	200803
255607	221087
255607	222275
255607	247241
255607	256230
255607	259455
255607	261875
255607	273812
221087	10542
221087	17781
221087	34317
221087	46252
221087	47258
221087	62478
221087	77999
221087	89777
221087	96745
221087	120708
221087	137632
221087	176790
221087	181701
221087	183004
221087	192719
221087	210162
221087	233602
221087	234054
221087	247241
221087	247956
221087	259455
221087	272961
183375	25
183375	1981
183375	7022
183375	17781
183375	21157
183375	62478
183375	77999
183375	96745
183375	104748
183375	120708
183375	137632
183375	138804
183375	145084
183375	174322
183375	176790
183375	177323
183375	181701
183375	183004
183375	200803
183375	221087
183375	229895
183375	247241
183375	255607
183375	259455
183375	261073
183375	273812
207441	25
207441	7022
207441	17781
207441	62478
207441	77999
207441	96745
207441	120708
207441	137632
207441	138804
207441	145084
207441	176790
207441	177323
207441	181701
207441	183004
207441	200803
207441	221087
207441	247241
207441	255607
207441	259455
183004	10542
183004	17781
183004	34317
183004	46252
183004	47258
183004	62478
183004	77999
183004	89777
183004	96745
183004	120708
183004	137632
183004	176790
183004	181701
183004	192719
183004	210162
183004	221087
183004	233602
183004	234054
183004	247241
183004	247956
183004	259455
183004	272961
176790	10542
176790	17781
176790	34317
176790	46252
176790	47258
176790	62478
176790	77999
176790	89777
176790	96745
176790	120708
176790	137632
176790	181701
176790	183004
176790	192719
176790	210162
176790	221087
176790	233602
176790	234054
176790	247241
176790	247956
176790	259455
176790	272961
200803	7022
200803	17781
200803	62478
200803	77999
200803	96745
200803	120708
200803	137632
200803	138804
200803	145084
200803	176790
200803	177323
200803	181701
200803	183004
200803	221087
200803	247241
200803	255607
200803	259455
